Email                     Algorithm Classification  Given Classification
./data/ham/104.words                Ham                       Ham            
./data/ham/291.words                Ham                       Ham            
./data/ham/126.words                Ham                       Ham            
./data/ham/463.words                Ham                       Ham            
./data/ham/594.words                Ham                       Ham            
./data/ham/30.words                 Ham                       Ham            
./data/ham/462.words                Ham                       Ham            
./data/ham/742.words                Ham                       Ham            
./data/ham/658.words                Ham                       Ham            
./data/ham/502.words                Ham                       Ham            
./data/ham/441.words                Ham                       Ham            
./data/ham/95.words                 Ham                       Ham            
./data/ham/82.words                 Ham                       Ham            
./data/ham/232.words                Ham                       Ham            
./data/ham/337.words                Ham                       Ham            
./data/ham/789.words                Ham                       Ham            
./data/ham/24.words                 Ham                       Ham            
./data/ham/904.words                Ham                       Ham            
./data/ham/714.words                Ham                       Ham            
./data/ham/350.words                Ham                       Ham            
./data/ham/521.words                Ham                       Ham            
./data/ham/832.words                Ham                       Ham            
./data/ham/858.words                Ham                       Ham            
./data/ham/51.words                 Ham                       Ham            
./data/ham/577.words                Ham                       Ham            
./data/ham/382.words                Ham                       Ham            
./data/ham/514.words                Ham                       Ham            
./data/ham/304.words                Ham                       Ham            
./data/ham/624.words                Ham                       Ham            
./data/ham/476.words                Ham                       Ham            
./data/ham/405.words                Ham                       Ham            
./data/ham/623.words                Ham                       Ham            
./data/ham/872.words                Ham                       Ham            
./data/ham/850.words                Ham                       Ham            
./data/ham/346.words                Ham                       Ham            
./data/ham/749.words                Ham                       Ham            
./data/ham/100.words                Ham                       Ham            
./data/ham/468.words                Ham                       Ham            
./data/ham/932.words                Ham                       Ham            
./data/ham/89.words                 Ham                       Ham            
./data/ham/674.words                Ham                       Ham            
./data/ham/834.words                Ham                       Ham            
./data/ham/340.words                Ham                       Ham            
./data/ham/201.words                Ham                       Ham            
./data/ham/268.words                Ham                       Ham            
./data/ham/629.words                Ham                       Ham            
./data/ham/690.words                Ham                       Ham            
./data/ham/84.words                 Ham                       Ham            
./data/ham/85.words                 Ham                       Ham            
./data/ham/756.words                Ham                       Ham            
./data/ham/794.words                Ham                       Ham            
./data/ham/7.words                  Ham                       Ham            
./data/ham/238.words                Ham                       Ham            
./data/ham/767.words                Ham                       Ham            
./data/ham/542.words                Ham                       Ham            
./data/ham/643.words                Ham                       Ham            
./data/ham/280.words                Ham                       Ham            
./data/ham/93.words                 Ham                       Ham            
./data/ham/119.words                Ham                       Ham            
./data/ham/965.words                Ham                       Ham            
./data/ham/241.words                Ham                       Ham            
./data/ham/969.words                Ham                       Ham            
./data/ham/397.words                Ham                       Ham            
./data/ham/388.words                Ham                       Ham            
./data/ham/331.words                Ham                       Ham            
./data/ham/429.words                Ham                       Ham            
./data/ham/264.words                Ham                       Ham            
./data/ham/36.words                 Ham                       Ham            
./data/ham/555.words                Ham                       Ham            
./data/ham/8.words                  Ham                       Ham            
./data/ham/375.words                Ham                       Ham            
./data/ham/206.words                Ham                       Ham            
./data/ham/606.words                Ham                       Ham            
./data/ham/19.words                 Ham                       Ham            
./data/ham/664.words                Ham                       Ham            
./data/ham/38.words                 Ham                       Ham            
./data/ham/175.words                Ham                       Ham            
./data/ham/510.words                Ham                       Ham            
./data/ham/220.words                Ham                       Ham            
./data/ham/680.words                Ham                       Ham            
./data/ham/436.words                Ham                       Ham            
./data/ham/96.words                 Ham                       Ham            
./data/ham/528.words                Ham                       Ham            
./data/ham/215.words                Ham                       Ham            
./data/ham/226.words                Ham                       Ham            
./data/ham/835.words                Ham                       Ham            
./data/ham/39.words                 Ham                       Ham            
./data/ham/625.words                Ham                       Ham            
./data/ham/628.words                Ham                       Ham            
./data/ham/743.words                Ham                       Ham            
./data/ham/783.words                Ham                       Ham            
./data/ham/417.words                Ham                       Ham            
./data/ham/272.words                Ham                       Ham            
./data/ham/605.words                Ham                       Ham            
./data/ham/725.words                Ham                       Ham            
./data/ham/616.words                Ham                       Ham            
./data/ham/768.words                Ham                       Ham            
./data/ham/179.words                Ham                       Ham            
./data/ham/878.words                Ham                       Ham            
./data/ham/819.words                Ham                       Ham            
./data/ham/929.words                Ham                       Ham            
./data/ham/75.words                 Ham                       Ham            
./data/ham/446.words                Ham                       Ham            
./data/ham/692.words                Ham                       Ham            
./data/ham/943.words                Ham                       Ham            
./data/ham/173.words                Ham                       Ham            
./data/ham/461.words                Ham                       Ham            
./data/ham/713.words                Ham                       Ham            
./data/ham/973.words                Ham                       Ham            
./data/ham/139.words                Ham                       Ham            
./data/ham/735.words                Ham                       Ham            
./data/ham/982.words                Ham                       Ham            
./data/ham/23.words                 Ham                       Ham            
./data/ham/777.words                Ham                       Ham            
./data/ham/61.words                 Ham                       Ham            
./data/ham/688.words                Ham                       Ham            
./data/ham/56.words                 Ham                       Ham            
./data/ham/171.words                Ham                       Ham            
./data/ham/399.words                Ham                       Ham            
./data/ham/511.words                Ham                       Ham            
./data/ham/990.words                Ham                       Ham            
./data/ham/203.words                Ham                       Ham            
./data/ham/210.words                Ham                       Ham            
./data/ham/360.words                Ham                       Ham            
./data/ham/253.words                Ham                       Ham            
./data/ham/145.words                Ham                       Ham            
./data/ham/199.words                Ham                       Ham            
./data/ham/209.words                Ham                       Ham            
./data/ham/386.words                Ham                       Ham            
./data/ham/780.words                Ham                       Ham            
./data/ham/843.words                Ham                       Ham            
./data/ham/927.words                Ham                       Ham            
./data/ham/686.words                Ham                       Ham            
./data/ham/957.words                Ham                       Ham            
./data/ham/946.words                Ham                       Ham            
./data/ham/156.words                Ham                       Ham            
./data/ham/362.words                Ham                       Ham            
./data/ham/44.words                 Ham                       Ham            
./data/ham/705.words                Ham                       Ham            
./data/ham/50.words                 Ham                       Ham            
./data/ham/668.words                Ham                       Ham            
./data/ham/745.words                Ham                       Ham            
./data/ham/587.words                Ham                       Ham            
./data/ham/339.words                Ham                       Ham            
./data/ham/836.words                Ham                       Ham            
./data/ham/626.words                Ham                       Ham            
./data/ham/315.words                Ham                       Ham            
./data/ham/200.words                Ham                       Ham            
./data/ham/90.words                 Ham                       Ham            
./data/ham/188.words                Ham                       Ham            
./data/ham/631.words                Ham                       Ham            
./data/ham/189.words                Ham                       Ham            
./data/ham/534.words                Ham                       Ham            
./data/ham/679.words                Ham                       Ham            
./data/ham/211.words                Ham                       Ham            
./data/ham/967.words                Ham                       Ham            
./data/ham/455.words                Ham                       Ham            
./data/ham/390.words                Ham                       Ham            
./data/ham/500.words                Ham                       Ham            
./data/ham/551.words                Ham                       Ham            
./data/ham/274.words                Ham                       Ham            
./data/ham/618.words                Ham                       Ham            
./data/ham/49.words                 Ham                       Ham            
./data/ham/366.words                Ham                       Ham            
./data/ham/751.words                Ham                       Ham            
./data/ham/621.words                Ham                       Ham            
./data/ham/480.words                Ham                       Ham            
./data/ham/697.words                Ham                       Ham            
./data/ham/26.words                 Ham                       Ham            
./data/ham/903.words                Ham                       Ham            
./data/ham/128.words                Ham                       Ham            
./data/ham/906.words                Ham                       Ham            
./data/ham/42.words                 Ham                       Ham            
./data/ham/602.words                Ham                       Ham            
./data/ham/944.words                Ham                       Ham            
./data/ham/689.words                Ham                       Ham            
./data/ham/908.words                Ham                       Ham            
./data/ham/409.words                Ham                       Ham            
./data/ham/654.words                Ham                       Ham            
./data/ham/519.words                Ham                       Ham            
./data/ham/687.words                Ham                       Ham            
./data/ham/549.words                Ham                       Ham            
./data/ham/580.words                Ham                       Ham            
./data/ham/952.words                Ham                       Ham            
./data/ham/647.words                Ham                       Ham            
./data/ham/485.words                Ham                       Ham            
./data/ham/55.words                 Ham                       Ham            
./data/ham/709.words                Ham                       Ham            
./data/ham/947.words                Ham                       Ham            
./data/ham/678.words                Ham                       Ham            
./data/ham/905.words                Ham                       Ham            
./data/ham/560.words                Ham                       Ham            
./data/ham/437.words                Ham                       Ham            
./data/ham/258.words                Ham                       Ham            
./data/ham/685.words                Ham                       Ham            
./data/ham/33.words                 Ham                       Ham            
./data/ham/213.words                Ham                       Ham            
./data/ham/860.words                Ham                       Ham            
./data/ham/649.words                Ham                       Ham            
./data/ham/74.words                 Ham                       Ham            
./data/ham/730.words                Ham                       Ham            
./data/ham/493.words                Ham                       Ham            
./data/ham/196.words                Ham                       Ham            
./data/ham/287.words                Ham                       Ham            
./data/ham/870.words                Ham                       Ham            
./data/ham/123.words                Ham                       Ham            
./data/ham/681.words                Ham                       Ham            
./data/ham/917.words                Ham                       Ham            
./data/ham/465.words                Ham                       Ham            
./data/ham/738.words                Ham                       Ham            
./data/ham/646.words                Ham                       Ham            
./data/ham/163.words                Ham                       Ham            
./data/ham/422.words                Ham                       Ham            
./data/ham/403.words                Ham                       Ham            
./data/ham/270.words                Ham                       Ham            
./data/ham/799.words                Ham                       Ham            
./data/ham/499.words                Ham                       Ham            
./data/ham/830.words                Ham                       Ham            
./data/ham/415.words                Ham                       Ham            
./data/ham/599.words                Ham                       Ham            
./data/ham/448.words                Ham                       Ham            
./data/ham/875.words                Ham                       Ham            
./data/ham/708.words                Ham                       Ham            
./data/ham/185.words                Ham                       Ham            
./data/ham/895.words                Ham                       Ham            
./data/ham/864.words                Ham                       Ham            
./data/ham/711.words                Ham                       Ham            
./data/ham/881.words                Ham                       Ham            
./data/ham/774.words                Ham                       Ham            
./data/ham/959.words                Ham                       Ham            
./data/ham/134.words                Ham                       Ham            
./data/ham/496.words                Ham                       Ham            
./data/ham/414.words                Ham                       Ham            
./data/ham/118.words                Ham                       Ham            
./data/ham/124.words                Ham                       Ham            
./data/ham/761.words                Ham                       Ham            
./data/ham/491.words                Ham                       Ham            
./data/ham/218.words                Ham                       Ham            
./data/ham/974.words                Ham                       Ham            
./data/ham/3.words                  Ham                       Ham            
./data/ham/523.words                Ham                       Ham            
./data/ham/195.words                Ham                       Ham            
./data/ham/669.words                Ham                       Ham            
./data/ham/886.words                Ham                       Ham            
./data/ham/384.words                Ham                       Ham            
./data/ham/914.words                Ham                       Ham            
./data/ham/516.words                Ham                       Ham            
./data/ham/86.words                 Ham                       Ham            
./data/ham/841.words                Ham                       Ham            
./data/ham/675.words                Ham                       Ham            
./data/ham/911.words                Ham                       Ham            
./data/ham/978.words                Ham                       Ham            
./data/ham/248.words                Ham                       Ham            
./data/ham/873.words                Ham                       Ham            
./data/ham/273.words                Ham                       Ham            
./data/ham/111.words                Ham                       Ham            
./data/ham/69.words                 Ham                       Ham            
./data/ham/105.words                Ham                       Ham            
./data/ham/389.words                Ham                       Ham            
./data/ham/582.words                Ham                       Ham            
./data/ham/867.words                Ham                       Ham            
./data/ham/937.words                Ham                       Ham            
./data/ham/569.words                Ham                       Ham            
./data/ham/471.words                Ham                       Ham            
./data/ham/593.words                Ham                       Ham            
./data/ham/501.words                Ham                       Ham            
./data/ham/584.words                Ham                       Ham            
./data/ham/803.words                Ham                       Ham            
./data/ham/962.words                Ham                       Ham            
./data/ham/891.words                Ham                       Ham            
./data/ham/951.words                Ham                       Ham            
./data/ham/598.words                Ham                       Ham            
./data/ham/928.words                Ham                       Ham            
./data/ham/723.words                Ham                       Ham            
./data/ham/240.words                Ham                       Ham            
./data/ham/642.words                Ham                       Ham            
./data/ham/13.words                 Ham                       Ham            
./data/ham/396.words                Ham                       Ham            
./data/ham/775.words                Ham                       Ham            
./data/ham/894.words                Ham                       Ham            
./data/ham/810.words                Ham                       Ham            
./data/ham/482.words                Ham                       Ham            
./data/ham/736.words                Ham                       Ham            
./data/ham/856.words                Ham                       Ham            
./data/ham/408.words                Ham                       Ham            
./data/ham/247.words                Ham                       Ham            
./data/ham/977.words                Ham                       Ham            
./data/ham/817.words                Ham                       Ham            
./data/ham/554.words                Ham                       Ham            
./data/ham/34.words                 Ham                       Ham            
./data/ham/693.words                Ham                       Ham            
./data/ham/610.words                Ham                       Ham            
./data/ham/612.words                Ham                       Ham            
./data/ham/728.words                Ham                       Ham            
./data/ham/640.words                Ham                       Ham            
./data/ham/368.words                Ham                       Ham            
./data/ham/699.words                Ham                       Ham            
./data/ham/477.words                Ham                       Ham            
./data/ham/576.words                Ham                       Ham            
./data/ham/181.words                Ham                       Ham            
./data/ham/509.words                Ham                       Ham            
./data/ham/165.words                Ham                       Ham            
./data/ham/148.words                Ham                       Ham            
